year_level,avg,err_low,err_high,results_year,domain,test_type,school_id,school_name
Year 7,492,483,501,2014,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,533,525,540,2014,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,521,512,530,2014,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,539,532,547,2014,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,550,541,558,2014,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,525,515,535,2014,Writing,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,547,538,556,2014,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,542,532,552,2014,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,565,556,574,2014,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,586,575,598,2014,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,525,512,537,2014,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,553,542,565,2014,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,565,553,578,2014,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,552,540,563,2014,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,541,526,556,2014,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,509,492,526,2014,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,522,507,538,2014,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,528,511,546,2014,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,556,541,571,2014,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,599,590,607,2014,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 7,537,527,546,2014,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 7,579,570,588,2014,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 7,582,572,592,2014,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 7,612,603,621,2014,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 7,586,575,596,2014,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,531,519,543,2014,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,562,551,573,2014,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,577,565,589,2014,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,564,554,575,2014,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,522,511,532,2014,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,493,481,505,2014,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,529,518,540,2014,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,514,501,526,2014,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,514,503,525,2014,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,556,547,564,2014,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,514,504,524,2014,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,565,556,574,2014,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,540,530,551,2014,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,551,542,560,2014,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,565,558,573,2014,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,532,524,541,2014,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,554,546,562,2014,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,557,548,566,2014,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,571,564,579,2014,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,515,488,543,2014,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 7,444,414,475,2014,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 7,507,478,535,2014,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 7,490,459,521,2014,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 7,530,504,556,2014,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 7,580,571,588,2014,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,546,536,556,2014,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,568,559,577,2014,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,571,561,581,2014,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,568,559,577,2014,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,615,607,622,2014,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,585,575,594,2014,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,609,601,617,2014,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,613,604,621,2014,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,618,610,625,2014,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,571,563,580,2014,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,543,532,554,2014,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,587,577,596,2014,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,570,560,580,2014,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,585,577,594,2014,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,576,568,585,2014,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,546,535,557,2014,Writing,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,575,566,585,2014,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,562,553,572,2014,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,584,576,592,2014,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,603,588,618,2014,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,583,564,603,2014,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,588,572,605,2014,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,593,576,609,2014,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,595,581,609,2014,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,548,531,564,2014,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,517,496,539,2014,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,536,518,554,2014,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,540,521,558,2014,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,551,536,566,2014,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,627,620,634,2014,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 9,597,588,607,2014,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 9,623,615,631,2014,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 9,626,618,635,2014,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 9,659,652,666,2014,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 9,622,611,632,2014,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,566,553,580,2014,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,603,592,615,2014,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,609,597,621,2014,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,609,599,619,2014,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,570,560,581,2014,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,534,520,547,2014,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,580,569,591,2014,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,560,548,572,2014,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,578,568,588,2014,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,589,581,597,2014,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,563,552,574,2014,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,584,575,593,2014,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,587,578,597,2014,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,588,580,596,2014,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,611,604,618,2014,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,576,566,585,2014,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,584,576,592,2014,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,591,582,599,2014,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,613,606,620,2014,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,566,543,589,2014,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 9,513,483,544,2014,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 9,565,540,591,2014,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 9,546,520,572,2014,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 9,589,568,610,2014,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 9,610,602,619,2014,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,570,556,583,2014,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,586,575,597,2014,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,594,583,606,2014,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,598,590,606,2014,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 3,466,451,482,2015,Reading,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,420,408,433,2015,Writing,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,423,409,436,2015,Spelling,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,463,447,478,2015,Grammar,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,425,412,438,2015,Numeracy,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,463,450,475,2015,Reading,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,458,447,469,2015,Writing,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,435,424,447,2015,Spelling,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,473,459,487,2015,Grammar,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,439,427,450,2015,Numeracy,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,451,437,465,2015,Reading,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,422,410,434,2015,Writing,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,423,409,436,2015,Spelling,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,454,438,469,2015,Grammar,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,419,406,431,2015,Numeracy,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,497,473,520,2015,Reading,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,450,431,469,2015,Writing,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,470,449,491,2015,Spelling,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,527,502,552,2015,Grammar,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,438,418,457,2015,Numeracy,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 3,463,449,478,2015,Reading,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,464,452,477,2015,Writing,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,433,420,447,2015,Spelling,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,475,460,491,2015,Grammar,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,437,425,450,2015,Numeracy,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 3,480,467,493,2015,Reading,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,455,444,466,2015,Writing,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,445,433,456,2015,Spelling,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,475,461,489,2015,Grammar,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,434,423,446,2015,Numeracy,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,425,397,454,2015,Reading,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,428,405,451,2015,Writing,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,408,383,434,2015,Spelling,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,453,423,483,2015,Grammar,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,401,377,424,2015,Numeracy,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,408,386,429,2015,Reading,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,454,436,472,2015,Writing,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,421,402,441,2015,Spelling,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,408,385,430,2015,Grammar,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,431,412,449,2015,Numeracy,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,470,455,485,2015,Reading,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,434,421,447,2015,Writing,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,438,424,452,2015,Spelling,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,477,461,493,2015,Grammar,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,426,413,439,2015,Numeracy,Paper,44693,"Kingsville Primary School, Yarraville, VIC"
Year 3,393,364,422,2015,Reading,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,367,340,393,2015,Writing,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,385,360,411,2015,Spelling,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,382,352,412,2015,Grammar,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,380,357,404,2015,Numeracy,Paper,44919,"Altona North Primary School, Altona North, VIC"
Year 3,418,392,443,2015,Reading,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,411,390,432,2015,Writing,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,408,385,431,2015,Spelling,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,418,391,445,2015,Grammar,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,373,351,394,2015,Numeracy,Paper,44634,"Spotswood Primary School, Spotswood, VIC"
Year 3,383,350,416,2015,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,387,360,414,2015,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,406,376,435,2015,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,416,381,450,2015,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,366,339,393,2015,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 3,500,484,515,2015,Reading,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,451,438,464,2015,Writing,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,443,429,458,2015,Spelling,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,473,457,490,2015,Grammar,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,441,428,454,2015,Numeracy,Paper,44461,"Kensington Primary School, Kensington, VIC"
Year 3,460,438,481,2015,Reading,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,440,423,458,2015,Writing,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,420,401,440,2015,Spelling,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,445,422,467,2015,Grammar,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,416,398,434,2015,Numeracy,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 3,484,468,501,2015,Reading,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,447,433,461,2015,Writing,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,459,443,474,2015,Spelling,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,484,467,502,2015,Grammar,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,456,441,470,2015,Numeracy,Paper,44224,"Albert Park Primary School, Albert Park, VIC"
Year 3,441,425,456,2015,Reading,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,428,415,441,2015,Writing,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,411,397,425,2015,Spelling,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,433,417,450,2015,Grammar,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,420,407,433,2015,Numeracy,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 3,504,488,520,2015,Reading,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,478,464,492,2015,Writing,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,473,457,488,2015,Spelling,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,511,493,528,2015,Grammar,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,447,433,462,2015,Numeracy,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 3,438,412,463,2015,Reading,Paper,45797,"St John's School, Footscray, VIC"
Year 3,415,393,436,2015,Writing,Paper,45797,"St John's School, Footscray, VIC"
Year 3,442,419,465,2015,Spelling,Paper,45797,"St John's School, Footscray, VIC"
Year 3,433,406,460,2015,Grammar,Paper,45797,"St John's School, Footscray, VIC"
Year 3,412,391,433,2015,Numeracy,Paper,45797,"St John's School, Footscray, VIC"
Year 3,465,443,486,2015,Reading,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,422,404,440,2015,Writing,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,477,457,497,2015,Spelling,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,482,459,504,2015,Grammar,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,444,425,462,2015,Numeracy,Paper,44485,"Carlton Gardens Primary School, Carlton, VIC"
Year 3,446,428,464,2015,Reading,Paper,44062,"Footscray Primary School, Footscray, VIC"
